council_area,health_board,pct_school_attend,alcohol,pct_income_deprived,pct_employment_deprived,mortality,drugs,pct_depress,pct_low_bw,hosp_emerg,pct_no_heating,pct_overcrowded,simd_2016_quintile,urban
Aberdeenshire,Grampian,93,40,2,2,143,0,10,5,72,2,2.82,5,1
Aberdeenshire,Grampian,82,205,7,6,95,0,19,7,89,2,12.01,4,1
Aberdeenshire,Grampian,93,45,2,2,85,240,11,4,80,1,4.67,5,1
Aberdeenshire,Grampian,85,72,5,4,100,47,14,9,71,1,4.34,5,1
Aberdeenshire,Grampian,94,15,5,3,58,0,14,4,75,1,1.54,5,1
Aberdeenshire,Grampian,85,23,3,4,97,0,16,3,73,1,5.77,4,0
Aberdeenshire,Grampian,91,13,1,1,46,0,13,8,59,0,1.57,5,0
Aberdeenshire,Grampian,93,11,2,2,64,0,14,8,65,0,2.71,5,0
Aberdeenshire,Grampian,90,23,2,2,63,0,16,7,63,0,1.73,5,0
Aberdeenshire,Grampian,92,11,1,1,50,0,16,17,65,0,3.59,5,0
Aberdeenshire,Grampian,90,26,2,3,59,0,16,0,71,4,8.49,5,0
Aberdeenshire,Grampian,88,29,2,2,54,0,16,0,75,0,2.97,5,0
Aberdeenshire,Grampian,86,48,4,4,115,0,18,5,106,1,7.8,4,0
Aberdeenshire,Grampian,91,21,3,3,136,0,18,0,60,1,5.16,5,0
Aberdeenshire,Grampian,88,7,4,4,85,0,10,2,66,1,3.6,4,0
Aberdeenshire,Grampian,88,4,1,0,35,41,9,4,77,1,4.94,5,0
Aberdeenshire,Grampian,84,60,6,5,73,27,18,10,100,1,6.47,3,0
Aberdeenshire,Grampian,87,6,9,8,115,39,19,10,94,2,8.2,4,0
Aberdeenshire,Grampian,86,37,1,2,64,0,13,0,61,1,1.68,5,0
Aberdeenshire,Grampian,95,0,2,1,35,31,8,5,56,3,2.26,4,0
Aberdeenshire,Grampian,90,26,5,3,99,0,13,0,84,1,5.98,4,0
Aberdeenshire,Grampian,95,0,1,2,109,0,10,6,56,3,3.16,4,0
Aberdeenshire,Grampian,92,13,2,1,89,0,9,5,58,4,2.8,5,0
Aberdeenshire,Grampian,92,21,2,1,87,0,11,4,73,5,2.81,4,0
Aberdeenshire,Grampian,91,7,1,3,65,0,9,11,49,3,2.8,4,0
Aberdeenshire,Grampian,94,61,1,1,41,0,10,10,58,1,1.48,5,0
Aberdeenshire,Grampian,81,136,11,7,74,59,19,0,89,1,8.49,3,0
Aberdeenshire,Grampian,93,0,2,1,0,0,10,10,33,0,4.64,5,0
Aberdeenshire,Grampian,90,53,4,3,63,0,14,13,86,0,5.14,5,0
Aberdeenshire,Grampian,90,7,3,2,50,0,15,12,68,1,7.13,5,0
Aberdeenshire,Grampian,88,0,2,2,30,0,16,0,79,0,8.72,5,0
Aberdeenshire,Grampian,92,28,2,2,82,30,13,4,66,3,5.1,5,0
Aberdeenshire,Grampian,97,73,1,1,47,0,14,0,58,0,0.73,5,0
Aberdeenshire,Grampian,94,42,2,2,61,0,12,0,49,0,1.52,5,0
Aberdeenshire,Grampian,92,131,5,5,76,0,16,4,90,0,5.57,4,0
Aberdeenshire,Grampian,85,29,4,3,80,0,18,0,93,4,7.35,4,0
Aberdeenshire,Grampian,93,39,2,2,63,0,12,7,67,3,3.73,5,0
Aberdeenshire,Grampian,93,42,3,4,116,0,13,5,66,1,7.74,5,0
Aberdeenshire,Grampian,94,24,3,2,48,0,8,0,53,4,2.94,5,0
Aberdeenshire,Grampian,90,5,2,2,101,36,15,5,61,3,1.36,5,0
Aberdeenshire,Grampian,85,30,2,3,106,0,15,0,59,7,6.54,4,0
Aberdeenshire,Grampian,89,7,6,6,90,0,18,7,58,2,4.18,5,0
Aberdeenshire,Grampian,90,14,3,2,43,0,15,0,63,2,6.96,4,0
Aberdeenshire,Grampian,93,28,1,2,112,0,12,4,66,4,3.02,4,0
Aberdeenshire,Grampian,79,69,12,6,69,0,14,6,70,2,1.56,3,0
Aberdeenshire,Grampian,90,17,4,3,111,40,17,0,58,5,1.22,4,0
Aberdeenshire,Grampian,96,15,1,1,36,0,9,0,59,0,4.5,5,0
Aberdeenshire,Grampian,90,29,0,2,56,0,11,0,52,3,1.56,5,0
Aberdeenshire,Grampian,79,0,6,5,72,94,20,0,74,1,8.54,4,0
Aberdeenshire,Grampian,92,0,6,5,106,0,12,8,71,2,5.02,5,0
Aberdeenshire,Grampian,89,38,5,3,102,0,13,4,73,0,4.73,5,0
Aberdeenshire,Grampian,90,29,8,5,85,132,11,13,66,1,0.97,4,0
Aberdeenshire,Grampian,87,11,3,2,75,0,10,0,63,4,5.18,4,0
Aberdeenshire,Grampian,91,32,3,3,72,0,10,0,67,0,2.21,5,0
Aberdeenshire,Grampian,90,52,4,3,73,0,13,0,63,2,3,4,0
Aberdeenshire,Grampian,79,109,12,8,143,40,15,2,105,1,16.1,3,0
Aberdeenshire,Grampian,93,56,3,1,53,0,10,0,73,1,3.31,5,0
Aberdeenshire,Grampian,88,72,5,3,142,0,13,11,80,1,7.23,5,0
Aberdeenshire,Grampian,84,157,11,9,96,92,17,4,92,0,10.95,3,0
Aberdeenshire,Grampian,87,63,6,3,71,0,12,6,95,4,9.21,4,0
Aberdeenshire,Grampian,92,37,6,6,107,0,15,7,91,0,3.85,4,1
Aberdeenshire,Grampian,75,53,8,5,110,0,16,3,89,2,13.11,4,1
Aberdeenshire,Grampian,93,63,6,5,71,68,14,0,89,0,8.59,4,1
Aberdeenshire,Grampian,88,13,2,4,65,75,14,0,74,0,4.66,5,1
Aberdeenshire,Grampian,88,48,5,5,87,40,15,3,80,0,9.59,4,1
Aberdeenshire,Grampian,97,7,1,1,68,0,10,4,68,1,1.31,5,1
Aberdeenshire,Grampian,91,8,3,3,41,0,15,4,56,0,5.7,5,1
Aberdeenshire,Grampian,78,103,7,4,101,145,18,8,108,0,14.29,4,1
Aberdeenshire,Grampian,88,52,8,9,70,130,15,0,84,1,11.4,3,1
Aberdeenshire,Grampian,88,60,10,13,141,106,21,9,83,3,13.75,2,1
Aberdeenshire,Grampian,89,78,6,5,157,0,17,7,94,0,8.36,4,1
Aberdeenshire,Grampian,88,76,5,5,102,0,15,4,76,1,5.01,5,1
Aberdeenshire,Grampian,80,218,12,13,93,168,20,8,110,0,12.57,2,1
Aberdeenshire,Grampian,92,96,7,4,71,73,12,0,75,2,11.45,4,1
Aberdeenshire,Grampian,86,166,6,5,117,32,17,0,87,0,8.97,4,1
Aberdeenshire,Grampian,92,5,0,0,51,0,7,5,58,0,0.39,5,1
Aberdeenshire,Grampian,96,28,2,1,54,0,8,3,53,3,3.64,5,0
Aberdeenshire,Grampian,90,15,2,1,96,0,8,4,76,0,4.47,5,1
Aberdeenshire,Grampian,87,0,1,1,56,0,11,0,67,5,5.44,5,0
Aberdeenshire,Grampian,94,9,4,2,48,0,7,3,53,0,1.65,5,1
Aberdeenshire,Grampian,88,29,1,1,38,0,10,4,53,2,6.33,5,0
Aberdeenshire,Grampian,90,22,2,2,65,0,11,3,77,2,4.24,4,0
Aberdeenshire,Grampian,92,38,2,1,48,40,10,0,69,0,3.56,5,0
Aberdeenshire,Grampian,93,6,1,1,74,0,10,0,69,0,2.81,5,0
Aberdeenshire,Grampian,85,51,1,3,58,0,13,5,65,0,2.64,5,0
Aberdeenshire,Grampian,89,28,4,2,79,0,16,0,74,3,8.25,5,0
Aberdeenshire,Grampian,90,10,6,6,86,0,13,0,88,1,5.78,4,0
Aberdeenshire,Grampian,94,7,0,0,36,0,12,4,57,1,0.48,5,0
Aberdeenshire,Grampian,87,8,4,3,51,0,10,0,58,1,3.56,4,0
Aberdeenshire,Grampian,89,12,4,3,92,0,16,0,68,0,1.29,5,0
Aberdeenshire,Grampian,88,16,6,5,53,0,10,0,54,2,2.34,4,0
Aberdeenshire,Grampian,91,9,3,1,43,0,13,0,62,1,4.81,5,0
Aberdeenshire,Grampian,94,7,4,2,101,0,9,3,65,0,0.41,5,0
Aberdeenshire,Grampian,89,38,2,1,70,0,7,4,54,0,1,5,0
Aberdeenshire,Grampian,89,50,3,3,87,25,13,3,81,3,7.94,4,0
Aberdeenshire,Grampian,97,22,4,2,67,0,12,0,57,0,1.91,5,1
Aberdeenshire,Grampian,97,10,1,1,59,0,14,3,70,0,0.9,5,1
Aberdeenshire,Grampian,93,35,4,4,34,0,12,0,58,2,3.32,4,0
Aberdeenshire,Grampian,93,28,1,1,44,21,7,6,83,0,3.26,5,1
Aberdeenshire,Grampian,94,23,1,2,18,0,13,6,58,0,3.97,5,1
Aberdeenshire,Grampian,91,0,3,3,158,0,18,5,75,2,4.48,4,0
Aberdeenshire,Grampian,97,19,2,2,58,46,14,5,59,0,1.86,5,1
Aberdeenshire,Grampian,92,8,4,3,88,205,14,0,72,0,2.49,5,1
Aberdeenshire,Grampian,86,44,3,2,65,0,13,8,62,2,3.7,5,1
Aberdeenshire,Grampian,92,55,4,3,81,0,16,6,75,1,8.01,5,1
Aberdeenshire,Grampian,90,22,1,2,36,0,15,0,57,0,3.25,5,1
Aberdeenshire,Grampian,92,59,1,2,56,0,14,0,72,0,4.47,5,1
Aberdeenshire,Grampian,89,79,4,3,75,0,15,0,60,2,3.04,5,1
Aberdeenshire,Grampian,91,83,4,4,66,0,14,4,86,1,1.39,4,1
Aberdeenshire,Grampian,96,0,1,0,18,34,9,0,73,0,1.32,5,1
Aberdeenshire,Grampian,87,5,1,1,53,18,8,0,53,1,4.12,5,1
Aberdeenshire,Grampian,98,27,1,1,75,0,13,0,65,1,1.97,5,1
Aberdeenshire,Grampian,92,17,2,2,65,0,10,6,60,0,5.25,5,0
Aberdeenshire,Grampian,91,36,2,2,43,0,13,0,71,1,6.39,5,0
Aberdeenshire,Grampian,92,37,3,3,69,36,14,5,69,2,4.02,4,0
Aberdeenshire,Grampian,94,26,1,2,59,0,10,5,54,1,1.98,4,0
Aberdeenshire,Grampian,86,29,1,1,85,0,7,2,55,0,3.65,4,0
Aberdeenshire,Grampian,95,60,3,3,57,0,16,8,76,3,2.55,4,0
Aberdeenshire,Grampian,89,91,8,6,110,144,14,7,77,4,6.05,3,0
Aberdeenshire,Grampian,93,29,2,3,42,0,10,3,67,1,2.52,5,0
Aberdeenshire,Grampian,94,32,4,5,59,0,12,4,66,1,3.26,4,0
Aberdeenshire,Grampian,83,106,6,4,93,0,15,0,109,1,13.02,4,0
Aberdeenshire,Grampian,91,37,2,1,87,0,12,3,61,2,4.89,5,0
Aberdeenshire,Grampian,91,13,2,1,128,0,11,0,56,0,2.09,5,0
Aberdeenshire,Grampian,95,20,2,3,60,0,16,0,62,0,2.17,5,1
Aberdeenshire,Grampian,83,82,13,9,102,0,22,0,76,1,9.71,3,1
Aberdeenshire,Grampian,89,39,2,0,95,24,10,5,55,0,2.46,5,1
Aberdeenshire,Grampian,90,5,1,1,30,0,10,2,74,0,1.42,5,1
Aberdeenshire,Grampian,89,69,3,3,72,0,14,12,61,1,4.13,5,1
Aberdeenshire,Grampian,85,34,3,3,48,47,14,7,65,0,1.66,5,1
Aberdeenshire,Grampian,79,61,4,4,78,33,14,4,84,2,7.83,5,1
Aberdeenshire,Grampian,100,62,3,3,79,0,16,0,60,2,5.33,5,1
Aberdeenshire,Grampian,79,107,9,8,87,152,16,0,88,1,6.81,3,1
Aberdeenshire,Grampian,94,67,2,1,57,0,12,12,65,1,5.88,5,1
Aberdeenshire,Grampian,91,37,5,5,65,0,15,0,59,2,6.61,4,1
Aberdeenshire,Grampian,90,25,7,5,123,0,21,5,68,1,5.4,4,1
Aberdeenshire,Grampian,91,34,2,2,73,0,12,8,52,0,1.54,5,1
Aberdeenshire,Grampian,82,89,9,7,103,0,19,4,98,2,9.22,3,1
Aberdeenshire,Grampian,91,54,3,1,36,0,11,0,52,2,5.36,4,0
Aberdeenshire,Grampian,95,71,2,3,79,0,14,0,83,2,2.11,4,0
Aberdeenshire,Grampian,89,40,3,2,60,0,13,0,54,1,3.47,5,0
Aberdeenshire,Grampian,92,13,3,3,62,0,12,4,52,4,3.15,4,0
Aberdeenshire,Grampian,88,47,1,2,73,133,15,8,64,5,6.95,5,0
Aberdeenshire,Grampian,91,5,9,7,96,0,12,0,74,3,4.62,3,0
Aberdeenshire,Grampian,89,60,5,4,60,0,12,4,68,2,7.02,4,0
Aberdeenshire,Grampian,89,16,5,4,73,36,11,4,69,2,4.75,5,0
Aberdeenshire,Grampian,91,16,3,3,82,35,9,10,65,2,4.27,4,0
Aberdeenshire,Grampian,88,27,3,3,41,0,13,15,55,3,3.01,4,0
Aberdeenshire,Grampian,89,22,2,1,77,0,8,3,75,1,6.48,5,0
Aberdeenshire,Grampian,81,12,3,3,61,36,13,0,92,2,2.15,5,0
Aberdeenshire,Grampian,96,6,2,2,77,0,8,0,76,4,3.99,5,0
Aberdeenshire,Grampian,89,41,3,1,48,31,13,6,66,0,5.27,5,0
Aberdeenshire,Grampian,86,16,5,4,126,34,14,3,74,0,4.18,5,0
Aberdeenshire,Grampian,79,75,4,5,77,0,13,7,81,1,5.86,4,0
Aberdeenshire,Grampian,86,31,7,4,64,0,11,0,70,1,5.72,4,0
Aberdeenshire,Grampian,92,144,2,2,57,0,10,3,63,1,2.44,5,0
Aberdeenshire,Grampian,86,44,2,1,69,23,8,2,73,0,2.76,5,0
Aberdeenshire,Grampian,90,57,12,8,69,159,15,0,69,3,7.67,3,0
Aberdeenshire,Grampian,84,36,2,3,44,0,13,0,45,3,3.45,4,0
Aberdeenshire,Grampian,77,32,5,5,70,0,11,14,84,4,5.61,3,0
Aberdeenshire,Grampian,88,15,7,9,111,0,12,0,79,2,3.04,3,0
Aberdeenshire,Grampian,80,82,3,1,89,89,8,3,65,1,3.26,4,0
Aberdeenshire,Grampian,84,12,2,2,66,0,11,2,72,1,7.03,5,0
Aberdeenshire,Grampian,94,17,1,2,108,0,7,6,62,2,2.42,5,0
Aberdeenshire,Grampian,89,54,3,3,91,0,12,4,75,2,1.65,4,0
Aberdeenshire,Grampian,90,46,3,3,123,0,12,13,66,7,3.07,4,0
Aberdeenshire,Grampian,91,85,6,3,87,29,13,4,75,1,4.1,4,0
Aberdeenshire,Grampian,88,31,6,6,129,96,16,3,78,1,3.97,4,0
Aberdeenshire,Grampian,84,16,6,6,53,0,17,4,76,1,6.28,3,0
Aberdeenshire,Grampian,91,0,2,2,28,0,10,9,57,5,4.96,4,0
Aberdeenshire,Grampian,78,47,3,4,97,0,14,4,74,4,2.65,4,0
Aberdeenshire,Grampian,92,61,2,3,59,36,9,5,74,2,1.11,5,0
Aberdeenshire,Grampian,84,56,7,5,70,34,14,7,74,2,5.57,3,0
Aberdeenshire,Grampian,84,38,6,4,86,0,12,0,65,5,4.6,3,0
Aberdeenshire,Grampian,84,64,10,9,125,248,17,7,82,2,11,3,0
Aberdeenshire,Grampian,84,167,9,8,64,32,16,5,87,1,8.41,3,0
Aberdeenshire,Grampian,93,73,5,2,96,49,16,5,84,1,3.71,5,0
Aberdeenshire,Grampian,80,219,15,11,93,68,17,14,117,2,8.4,2,0
Aberdeenshire,Grampian,65,81,17,13,87,101,18,16,101,1,12.87,2,0
Aberdeenshire,Grampian,79,23,11,7,63,0,14,6,69,2,1.24,3,0
Aberdeenshire,Grampian,88,18,2,2,85,0,12,6,64,1,2.01,5,0
Aberdeenshire,Grampian,79,7,6,5,31,45,11,10,68,5,0,3,0
Aberdeenshire,Grampian,88,15,4,4,75,50,16,0,74,3,6.25,4,0
Aberdeenshire,Grampian,82,123,13,8,95,30,20,8,126,0,8.11,3,0
Aberdeenshire,Grampian,91,73,5,5,61,0,18,0,70,0,8.69,4,0
Aberdeenshire,Grampian,78,128,10,7,77,0,21,0,98,2,11.88,3,0
Aberdeenshire,Grampian,79,53,9,6,73,0,19,4,92,1,8.59,4,0
Aberdeenshire,Grampian,83,40,6,7,130,0,22,3,108,0,5.35,4,0
Aberdeenshire,Grampian,89,52,2,2,103,0,20,0,94,0,6.43,5,0
Aberdeenshire,Grampian,90,0,7,5,69,0,16,0,100,3,3.85,4,0
Aberdeenshire,Grampian,81,18,7,6,140,0,17,12,76,4,5.33,3,0
Aberdeenshire,Grampian,77,131,12,9,94,79,20,3,92,0,8.08,3,0
Aberdeenshire,Grampian,84,26,8,6,124,83,22,14,82,0,3.95,4,0
Aberdeenshire,Grampian,84,80,9,9,101,0,16,0,81,1,6.73,3,0
Aberdeenshire,Grampian,80,34,9,7,41,145,16,0,57,4,5.86,3,0
Aberdeenshire,Grampian,88,25,7,5,89,0,14,5,68,3,4.64,3,0
Aberdeenshire,Grampian,84,73,8,7,112,43,16,6,73,1,6.34,3,0
Aberdeenshire,Grampian,74,66,12,10,89,0,16,8,75,0,5.71,2,0
Aberdeenshire,Grampian,78,114,14,14,96,30,17,0,89,1,8.8,2,0
Aberdeenshire,Grampian,84,71,13,10,102,0,16,3,86,1,6.89,3,0
Aberdeenshire,Grampian,74,83,10,10,88,184,17,6,96,1,8.11,3,0
Aberdeenshire,Grampian,75,102,18,13,106,185,20,6,97,1,12.98,2,0
Aberdeenshire,Grampian,90,60,6,6,144,73,16,0,78,1,5.01,4,0
Aberdeenshire,Grampian,84,25,10,10,78,0,18,11,77,0,10.98,3,0
Aberdeenshire,Grampian,84,45,13,12,55,0,14,6,81,2,11.39,3,0
Aberdeenshire,Grampian,80,83,14,11,88,64,14,8,82,1,6.74,3,0
Aberdeenshire,Grampian,86,94,9,9,90,0,18,3,81,2,14.22,3,0
Aberdeenshire,Grampian,81,135,10,9,80,82,15,12,90,1,7.29,3,0
Aberdeenshire,Grampian,82,26,10,7,98,0,18,9,87,2,7.33,3,0
Aberdeenshire,Grampian,89,21,6,4,104,28,15,5,70,4,2.18,4,0
Aberdeenshire,Grampian,80,41,8,6,93,166,15,6,70,3,2.7,4,0
Aberdeenshire,Grampian,85,32,9,8,106,39,17,0,76,4,4.88,3,0
Aberdeenshire,Grampian,89,8,7,6,72,0,17,6,103,1,4.88,3,0
Aberdeenshire,Grampian,85,0,4,5,56,0,11,4,96,4,6.62,3,0
Aberdeenshire,Grampian,79,24,7,5,83,111,14,0,87,3,4.66,3,0
Aberdeenshire,Grampian,82,141,10,9,159,91,19,4,107,2,7.72,3,0
Aberdeenshire,Grampian,80,21,10,8,86,0,17,4,104,2,5.3,3,0
Aberdeenshire,Grampian,89,25,5,6,69,73,15,7,68,2,7.29,4,0
Aberdeenshire,Grampian,88,30,5,4,88,0,20,4,76,3,4.89,4,0
Aberdeenshire,Grampian,94,123,5,6,92,0,13,5,86,3,4.86,4,0
Aberdeenshire,Grampian,83,36,8,8,75,232,16,10,83,2,4.91,3,0
Aberdeenshire,Grampian,88,8,3,3,38,0,10,5,75,4,1.94,4,0
Aberdeenshire,Grampian,85,15,6,6,137,0,14,0,90,5,8.14,3,0
Aberdeenshire,Grampian,92,45,6,5,53,0,19,10,45,1,3.46,4,0
Aberdeenshire,Grampian,81,32,10,10,96,62,22,0,81,2,5.03,3,0
Aberdeenshire,Grampian,88,65,8,6,86,61,17,6,76,2,6.08,4,0
Aberdeenshire,Grampian,84,43,16,10,98,49,20,10,102,1,14.07,2,0
Aberdeenshire,Grampian,89,20,2,2,38,0,13,3,55,2,3.55,4,0
Aberdeenshire,Grampian,83,19,4,2,60,0,9,5,61,2,0,4,0
Aberdeenshire,Grampian,94,88,5,5,80,0,19,0,88,4,2.39,4,0
Aberdeenshire,Grampian,88,18,6,5,63,0,14,7,58,2,2.87,4,0
Aberdeenshire,Grampian,87,16,3,3,68,0,14,0,72,2,4.15,4,0
Aberdeenshire,Grampian,88,51,7,4,78,44,13,5,65,5,3.55,4,0
Aberdeenshire,Grampian,86,40,4,5,114,0,15,4,82,1,6.51,4,0
Aberdeenshire,Grampian,78,64,12,10,110,41,21,11,108,2,7.49,2,0
Aberdeenshire,Grampian,84,68,6,4,101,34,12,7,78,2,7.46,4,0
Aberdeenshire,Grampian,93,64,16,13,96,58,18,15,86,3,12.2,2,0
Aberdeenshire,Grampian,88,62,7,6,43,0,15,7,79,1,5.12,4,0
Aberdeenshire,Grampian,88,51,2,1,69,0,12,9,52,1,4.52,5,1
Aberdeenshire,Grampian,82,62,2,3,82,23,10,13,65,0,1.97,5,1
Aberdeenshire,Grampian,69,50,9,5,111,165,14,3,78,1,4.54,3,1
Aberdeenshire,Grampian,73,58,14,9,129,48,17,8,97,1,14.44,2,1
Aberdeenshire,Grampian,82,57,8,7,120,106,15,6,76,1,8.43,3,1
Aberdeenshire,Grampian,88,61,5,5,112,0,18,3,75,2,4.45,4,1
Aberdeenshire,Grampian,81,63,13,9,156,116,14,8,76,1,9.13,3,1
Aberdeenshire,Grampian,77,96,13,13,106,30,17,0,85,1,10.12,2,1
Aberdeenshire,Grampian,70,69,15,11,119,0,16,6,81,0,6.08,2,1
Aberdeenshire,Grampian,68,96,13,9,120,143,15,8,96,0,17.46,2,1
Aberdeenshire,Grampian,74,94,15,8,105,106,18,0,92,1,19.78,2,1
Aberdeenshire,Grampian,68,152,19,18,143,92,19,8,96,2,13.94,1,1
Aberdeenshire,Grampian,83,90,9,7,148,0,22,7,69,1,7.16,3,1
Aberdeenshire,Grampian,68,166,14,11,84,189,13,2,86,2,15.71,2,1
Aberdeenshire,Grampian,56,158,24,19,132,289,17,8,110,4,22.63,1,1
Aberdeenshire,Grampian,58,172,19,14,201,148,18,2,108,3,25.12,1,1
Aberdeenshire,Grampian,64,224,21,17,144,198,18,10,121,0,21.31,1,1
Aberdeenshire,Grampian,90,26,1,4,54,0,15,5,38,1,3.59,4,1
Aberdeenshire,Grampian,79,0,3,3,71,0,10,0,65,4,4.44,5,1
Aberdeenshire,Grampian,78,74,6,5,87,0,12,6,86,0,9.17,3,1
Aberdeenshire,Grampian,71,24,17,10,94,57,20,7,85,2,8.81,2,1
Aberdeenshire,Grampian,88,9,4,3,48,0,15,5,68,1,5.15,5,1
Aberdeenshire,Grampian,81,46,6,7,82,0,11,6,65,0,6.16,4,1
Aberdeenshire,Grampian,82,25,5,5,69,0,14,0,54,1,3.45,3,0
Aberdeenshire,Grampian,88,0,3,3,98,0,13,0,62,3,5.14,4,0
Aberdeenshire,Grampian,89,7,10,7,66,0,12,8,60,4,1.86,3,0
Aberdeenshire,Grampian,90,10,1,2,64,0,9,3,62,0,2.97,5,1
Aberdeenshire,Grampian,89,48,4,4,91,29,13,4,67,1,6.12,4,0
Aberdeenshire,Grampian,78,48,6,7,84,43,17,6,68,1,4.02,3,0
Aberdeenshire,Grampian,82,50,15,12,131,268,23,2,88,1,11,2,0
Aberdeenshire,Grampian,79,50,6,5,84,94,14,0,66,4,3.01,3,0
Aberdeenshire,Grampian,87,121,7,5,95,0,14,4,72,1,7.45,4,0
Aberdeenshire,Grampian,88,9,3,7,64,0,14,5,60,5,4.53,3,0
Aberdeenshire,Grampian,88,36,9,8,83,0,21,13,89,1,4.97,3,0
Aberdeenshire,Grampian,85,13,8,10,97,47,17,11,72,2,7.71,3,0
Aberdeenshire,Grampian,88,6,3,4,35,0,10,0,61,3,4.96,4,0
Aberdeenshire,Grampian,88,15,8,9,97,0,12,11,66,4,3.47,3,0
Aberdeenshire,Grampian,86,52,11,12,71,68,18,0,85,1,10.92,2,0
Aberdeenshire,Grampian,88,108,12,10,104,101,14,3,83,2,7.91,2,0
Aberdeenshire,Grampian,88,70,7,5,67,129,14,7,77,3,8.19,3,0
Aberdeenshire,Grampian,89,25,2,4,69,63,13,6,61,1,4.07,5,1
Aberdeenshire,Grampian,81,86,8,5,138,0,18,5,89,0,2.02,4,1
Aberdeenshire,Grampian,85,44,5,5,74,0,15,5,62,1,7.55,4,1
Aberdeenshire,Grampian,90,60,7,6,146,46,21,5,95,1,4.37,4,1
Aberdeenshire,Grampian,90,5,1,1,31,0,10,0,43,0,1.29,5,1
Aberdeenshire,Grampian,88,67,2,2,39,0,14,6,61,0,5.73,5,1
Aberdeenshire,Grampian,74,41,18,12,79,39,17,10,88,2,17.38,2,1
Aberdeenshire,Grampian,72,164,16,11,139,249,22,4,88,1,14.9,2,1
Aberdeenshire,Grampian,73,63,17,13,117,270,20,4,93,4,12.34,2,1
Aberdeenshire,Grampian,69,82,19,14,81,152,21,4,108,2,15.38,2,1
Aberdeenshire,Grampian,81,260,10,12,47,194,16,4,80,0,9.6,3,1
Aberdeenshire,Grampian,88,111,10,10,149,445,22,5,95,1,6.37,3,1
Aberdeenshire,Grampian,81,59,8,7,87,61,16,4,88,0,10.51,4,1
Aberdeenshire,Grampian,72,75,9,7,105,31,15,5,89,1,11.88,3,1
Aberdeenshire,Grampian,63,200,25,22,191,440,22,11,132,0,21.65,1,1
Aberdeenshire,Grampian,68,154,17,16,136,153,18,3,106,5,27.11,1,1
Aberdeenshire,Grampian,82,106,17,13,106,269,22,0,115,0,10.51,2,1
Angus,Tayside,91,0,2,2,46,0,14,6,50,1,1.26,5,0
Angus,Tayside,87,54,4,6,66,56,17,0,92,1,9.15,4,0
Angus,Tayside,92,18,4,4,81,0,18,5,83,0,3.48,5,0
Angus,Tayside,89,13,2,3,75,0,14,0,75,0,4,5,0
Angus,Tayside,84,33,6,7,90,0,15,0,87,1,5.04,3,0
Angus,Tayside,82,30,7,8,76,0,15,11,77,2,4.04,3,0
Angus,Tayside,91,8,3,2,105,0,16,6,51,1,2.33,4,0
Angus,Tayside,85,26,2,2,69,0,15,13,57,1,0.94,4,0
Angus,Tayside,89,7,1,1,22,0,11,0,70,0,2.13,5,1
Angus,Tayside,89,38,4,4,73,0,13,0,76,1,2.18,4,0
Angus,Tayside,86,30,4,5,80,83,15,0,84,1,2.71,4,0
Angus,Tayside,89,9,4,5,42,0,14,0,79,1,2.25,4,0
Angus,Tayside,93,14,9,6,70,0,12,0,79,5,3.07,4,0
Angus,Tayside,97,17,2,2,195,0,18,7,97,0,0.71,5,1
Angus,Tayside,91,0,2,2,46,0,10,0,65,1,1.49,5,1
Angus,Tayside,86,21,5,7,75,0,18,13,73,4,6.28,3,0
Angus,Tayside,87,21,8,7,68,0,17,10,80,1,3.59,4,1
Angus,Tayside,93,32,5,4,96,46,16,0,78,1,4.35,5,1
Angus,Tayside,92,13,5,6,76,0,17,10,76,1,3.38,4,1
Angus,Tayside,93,8,4,3,39,0,11,0,59,0,3.53,5,1
Angus,Tayside,89,106,5,5,83,0,19,8,90,0,5.9,5,1
Angus,Tayside,88,12,4,3,97,0,23,0,76,0,1.43,5,1
Angus,Tayside,94,0,2,3,80,0,15,7,72,1,3.73,5,1
Angus,Tayside,87,109,5,6,82,0,19,6,89,0,2.03,4,1
Angus,Tayside,85,210,6,6,76,59,17,0,93,0,4.9,4,1
Angus,Tayside,75,79,10,7,72,0,21,4,108,3,8.89,3,1
Angus,Tayside,90,46,6,6,78,0,20,0,99,1,4.22,4,1
Angus,Tayside,87,25,9,6,59,0,22,4,74,2,6.23,4,1
Angus,Tayside,89,175,15,10,80,155,20,9,97,1,12.96,3,1
Angus,Tayside,90,20,5,4,38,0,15,5,65,1,5.96,5,1
Angus,Tayside,85,145,17,14,132,67,20,12,103,2,17.38,2,1
Angus,Tayside,79,46,10,11,83,0,19,5,88,1,13.92,3,1
Angus,Tayside,84,55,11,7,88,46,21,0,91,2,7.13,3,1
Angus,Tayside,81,124,9,8,88,49,18,0,77,1,13.58,3,1
Angus,Tayside,82,67,5,6,108,0,17,0,79,2,7.28,4,1
Angus,Tayside,87,26,6,8,84,69,19,0,68,1,3.58,4,1
Angus,Tayside,87,38,5,5,107,42,21,0,65,1,5.08,4,1
Angus,Tayside,88,47,5,5,48,55,16,0,48,1,4.81,5,1
Angus,Tayside,89,33,3,3,67,0,16,12,71,1,1.01,5,1
Angus,Tayside,91,18,2,4,49,0,13,0,54,1,0.83,5,1
Angus,Tayside,90,32,5,4,64,0,19,0,73,1,2.77,5,1
