"data_zone"	"intermediate_zone"	"council_area"	"health_board"	"pct_school_attend"	"alcohol"	"population"	"working_population"	"pct_income_deprived"	"pct_employment_deprived"	"illness"	"mortality"	"drugs"	"pct_depress"	"pct_low_bw"	"hosp_emerg"	"noquals"	"crime"	"pct_no_heating"	"simd_2016_quintile"	"urban"
"3856"	"S01010361"	"Wyndford"	"Glasgow City"	"Greater Glasgow and Clyde"	75	364	646	451	43	43	265	175	388	27	9	195	202	1473	10	1	1
"3857"	"S01010362"	"Wyndford"	"Glasgow City"	"Greater Glasgow and Clyde"	69	247	806	625	46	46	285	138	334	31	6	162	204	1056	10	1	1
"3858"	"S01010363"	"Kelvindale"	"Glasgow City"	"Greater Glasgow and Clyde"	90	42	756	568	9	7	75	76	0	15	3	76	51	159	4	4	1
"3859"	"S01010364"	"Kelvindale"	"Glasgow City"	"Greater Glasgow and Clyde"	96	35	909	588	4	4	50	49	0	13	18	72	48	55	1	5	1
"3860"	"S01010365"	"Kelvindale"	"Glasgow City"	"Greater Glasgow and Clyde"	95	18	1005	678	3	3	45	81	0	12	6	79	34	169	2	5	1
"3861"	"S01010366"	"Kelvindale"	"Glasgow City"	"Greater Glasgow and Clyde"	91	22	1046	761	5	5	55	76	43	13	10	81	37	134	6	5	1
"3862"	"S01010367"	"Kelvindale"	"Glasgow City"	"Greater Glasgow and Clyde"	92	31	1546	1200	2	2	40	53	16	10	2	56	30	117	2	5	1
"3863"	"S01010368"	"Kelvindale"	"Glasgow City"	"Greater Glasgow and Clyde"	89	44	788	511	3	2	45	95	0	14	5	74	14	178	1	5	1
"3864"	"S01010369"	"North Kelvin"	"Glasgow City"	"Greater Glasgow and Clyde"	87	68	772	623	15	11	125	63	25	17	3	86	66	259	7	3	1
"3865"	"S01010370"	"North Kelvin"	"Glasgow City"	"Greater Glasgow and Clyde"	93	7	726	586	4	2	25	58	0	9	0	48	25	331	3	5	1
"3866"	"S01010371"	"North Kelvin"	"Glasgow City"	"Greater Glasgow and Clyde"	90	47	1112	869	4	4	50	48	19	11	0	53	14	171	4	5	1
"3867"	"S01010372"	"North Kelvin"	"Glasgow City"	"Greater Glasgow and Clyde"	96	9	545	380	2	4	30	80	0	10	0	69	20	74	3	5	1
"3868"	"S01010373"	"North Kelvin"	"Glasgow City"	"Greater Glasgow and Clyde"	96	25	813	648	4	4	60	93	47	11	3	73	47	111	3	5	1
"3869"	"S01010374"	"Kelvingrove and University"	"Glasgow City"	"Greater Glasgow and Clyde"	97	16	925	729	1	2	25	75	0	12	6	39	22	65	3	5	1
"3870"	"S01010375"	"Kelvingrove and University"	"Glasgow City"	"Greater Glasgow and Clyde"	77	70	489	435	5	4	70	87	42	10	7	68	43	819	7	4	1
"3871"	"S01010376"	"Kelvingrove and University"	"Glasgow City"	"Greater Glasgow and Clyde"	85	91	709	646	6	5	65	108	156	13	13	59	13	438	8	4	1
"3872"	"S01010377"	"Kelvingrove and University"	"Glasgow City"	"Greater Glasgow and Clyde"	94	89	940	793	7	4	40	83	67	11	9	66	67	437	10	4	1
"3873"	"S01010378"	"Kelvingrove and University"	"Glasgow City"	"Greater Glasgow and Clyde"	91	146	764	687	6	6	65	51	143	10	0	65	25	249	2	4	1
"3874"	"S01010379"	"Kelvingrove and University"	"Glasgow City"	"Greater Glasgow and Clyde"	71	279	1148	1026	10	7	80	108	189	13	9	103	52	672	3	3	1
"3875"	"S01010380"	"Kelvingrove and University"	"Glasgow City"	"Greater Glasgow and Clyde"	81	154	921	722	6	6	75	82	69	14	0	80	35	163	4	4	1
"3876"	"S01010381"	"Hillhead"	"Glasgow City"	"Greater Glasgow and Clyde"	96	60	645	601	5	5	55	197	53	8	0	79	74	497	10	4	1
"3877"	"S01010382"	"Hillhead"	"Glasgow City"	"Greater Glasgow and Clyde"	93	54	845	725	8	6	80	110	21	17	7	68	55	320	5	4	1
"3878"	"S01010383"	"Hillhead"	"Glasgow City"	"Greater Glasgow and Clyde"	79	87	677	562	22	20	180	159	33	20	0	104	122	311	10	1	1
"3879"	"S01010384"	"Hillhead"	"Glasgow City"	"Greater Glasgow and Clyde"	91	139	1079	967	5	3	65	231	0	10	4	73	49	900	3	4	1
"3880"	"S01010385"	"Hillhead"	"Glasgow City"	"Greater Glasgow and Clyde"	76	117	857	721	10	9	100	83	205	19	7	82	66	245	8	3	1
"3881"	"S01010386"	"Hillhead"	"Glasgow City"	"Greater Glasgow and Clyde"	70	203	903	697	25	20	210	157	71	23	7	128	133	765	3	1	1
"3882"	"S01010387"	"Hillhead"	"Glasgow City"	"Greater Glasgow and Clyde"	72	163	1011	852	12	10	130	152	110	18	5	103	89	535	4	2	1
"3883"	"S01010388"	"Glasgow Harbour and Partick South"	"Glasgow City"	"Greater Glasgow and Clyde"	74	116	963	741	22	19	195	164	22	25	0	131	124	520	2	1	1
"3884"	"S01010389"	"Glasgow Harbour and Partick South"	"Glasgow City"	"Greater Glasgow and Clyde"	88	37	1240	1115	3	4	50	82	13	10	4	57	43	202	7	5	1
"3885"	"S01010390"	"Glasgow Harbour and Partick South"	"Glasgow City"	"Greater Glasgow and Clyde"	77	149	1085	958	11	11	105	100	93	17	6	100	56	203	8	3	1
"3886"	"S01010391"	"Glasgow Harbour and Partick South"	"Glasgow City"	"Greater Glasgow and Clyde"	78	24	840	703	11	10	100	116	0	20	3	93	66	310	5	3	1
"3887"	"S01010392"	"Glasgow Harbour and Partick South"	"Glasgow City"	"Greater Glasgow and Clyde"	87	18	852	707	4	3	40	49	0	5	2	60	24	82	0	5	1
"3888"	"S01010393"	"Partick"	"Glasgow City"	"Greater Glasgow and Clyde"	89	102	1005	813	8	6	90	73	0	17	4	91	67	249	6	4	1
"3889"	"S01010394"	"Partick"	"Glasgow City"	"Greater Glasgow and Clyde"	86	156	816	582	34	32	220	114	202	30	0	148	133	344	6	1	1
"3890"	"S01010395"	"Partick"	"Glasgow City"	"Greater Glasgow and Clyde"	82	128	1000	768	17	13	120	84	120	18	7	98	68	190	6	2	1
"3891"	"S01010396"	"Partick"	"Glasgow City"	"Greater Glasgow and Clyde"	87	97	1014	773	14	12	125	104	84	20	8	112	79	326	5	2	1
"3892"	"S01010397"	"Partickhill and Hyndland"	"Glasgow City"	"Greater Glasgow and Clyde"	97	66	535	432	7	5	75	66	84	11	0	102	36	131	2	4	1
"3893"	"S01010398"	"Partickhill and Hyndland"	"Glasgow City"	"Greater Glasgow and Clyde"	94	5	1108	853	6	4	65	127	36	14	2	58	29	108	5	5	1
"3894"	"S01010399"	"Partickhill and Hyndland"	"Glasgow City"	"Greater Glasgow and Clyde"	92	18	1096	906	2	2	25	86	0	10	5	55	11	101	2	5	1
"3895"	"S01010400"	"Partickhill and Hyndland"	"Glasgow City"	"Greater Glasgow and Clyde"	93	38	1139	819	3	2	40	81	0	10	4	63	21	79	3	5	1
"3896"	"S01010401"	"Partickhill and Hyndland"	"Glasgow City"	"Greater Glasgow and Clyde"	91	51	739	543	8	5	80	73	0	13	0	78	39	54	4	4	1
"3897"	"S01010402"	"Partickhill and Hyndland"	"Glasgow City"	"Greater Glasgow and Clyde"	91	18	1022	774	4	2	25	56	21	11	5	62	16	88	3	5	1
"3898"	"S01010403"	"Dowanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	97	9	1046	714	3	3	40	88	0	13	5	62	15	124	2	5	1
"3899"	"S01010404"	"Dowanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	93	11	843	563	6	3	50	70	0	14	3	69	17	214	3	5	1
"3900"	"S01010405"	"Dowanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	95	22	817	593	4	4	35	78	84	13	6	51	12	74	3	5	1
"3901"	"S01010406"	"Dowanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	89	51	827	677	4	4	45	57	47	15	0	66	31	109	8	5	1
"3902"	"S01010407"	"Dowanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	82	171	894	770	5	3	40	52	0	11	4	71	21	493	6	5	1
"3903"	"S01010408"	"Kelvinside and Jordanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	94	58	568	352	16	15	110	80	0	16	3	97	68	317	3	2	1
"3904"	"S01010409"	"Kelvinside and Jordanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	95	0	700	423	2	3	45	88	0	12	3	66	52	86	1	5	1
"3905"	"S01010410"	"Kelvinside and Jordanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	94	32	596	402	2	3	40	62	0	12	5	66	24	168	4	5	1
"3906"	"S01010411"	"Kelvinside and Jordanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	96	9	1128	671	2	2	30	52	0	7	5	55	27	151	1	5	1
"3907"	"S01010412"	"Kelvinside and Jordanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	93	52	885	639	4	7	60	230	0	9	3	90	30	543	5	4	1
"3908"	"S01010413"	"Kelvinside and Jordanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	96	73	751	425	3	4	60	65	0	14	0	75	29	307	2	5	1
"3909"	"S01010414"	"Kelvinside and Jordanhill"	"Glasgow City"	"Greater Glasgow and Clyde"	96	76	1076	643	6	5	70	79	53	15	0	86	31	279	2	4	1
"3910"	"S01010415"	"Broomhill"	"Glasgow City"	"Greater Glasgow and Clyde"	87	177	1030	701	24	22	175	145	76	25	5	132	125	311	6	1	1
"3911"	"S01010416"	"Broomhill"	"Glasgow City"	"Greater Glasgow and Clyde"	99	21	704	442	2	3	50	44	0	12	3	83	26	100	1	5	1
"3912"	"S01010417"	"Broomhill"	"Glasgow City"	"Greater Glasgow and Clyde"	98	0	583	393	3	3	55	58	49	11	5	60	36	69	1	5	1
"3913"	"S01010418"	"Broomhill"	"Glasgow City"	"Greater Glasgow and Clyde"	96	4	1103	831	5	4	55	73	0	12	3	57	35	136	2	5	1
"3914"	"S01010419"	"Broomhill"	"Glasgow City"	"Greater Glasgow and Clyde"	95	86	1006	697	3	3	35	61	50	12	13	74	16	110	3	5	1
"3915"	"S01010420"	"Victoria Park"	"Glasgow City"	"Greater Glasgow and Clyde"	95	7	705	420	5	5	70	75	0	11	0	72	26	71	1	5	1
"3916"	"S01010421"	"Victoria Park"	"Glasgow City"	"Greater Glasgow and Clyde"	96	51	851	536	4	5	50	80	69	12	3	69	28	188	2	5	1
"3917"	"S01010422"	"Victoria Park"	"Glasgow City"	"Greater Glasgow and Clyde"	94	122	1146	741	12	9	100	66	73	14	4	113	50	184	3	3	1
"3918"	"S01010423"	"Whiteinch"	"Glasgow City"	"Greater Glasgow and Clyde"	73	208	878	645	33	29	245	145	207	26	17	134	158	376	2	1	1
"3919"	"S01010424"	"Whiteinch"	"Glasgow City"	"Greater Glasgow and Clyde"	82	196	896	609	26	20	205	145	294	25	8	163	153	279	3	1	1
"3920"	"S01010425"	"Whiteinch"	"Glasgow City"	"Greater Glasgow and Clyde"	72	252	1049	748	33	27	235	78	176	25	10	147	161	563	6	1	1
"3921"	"S01010426"	"Whiteinch"	"Glasgow City"	"Greater Glasgow and Clyde"	79	114	711	531	23	23	170	131	123	20	7	150	117	634	5	1	1
"3922"	"S01010427"	"Scotstoun North and East"	"Glasgow City"	"Greater Glasgow and Clyde"	84	197	1044	638	30	26	180	103	202	19	0	144	180	441	5	1	1
"3923"	"S01010428"	"Scotstoun North and East"	"Glasgow City"	"Greater Glasgow and Clyde"	94	33	751	461	6	5	70	66	0	14	0	79	47	213	2	5	1
"3924"	"S01010429"	"Scotstoun North and East"	"Glasgow City"	"Greater Glasgow and Clyde"	93	10	968	642	4	6	70	74	0	13	2	79	41	279	0	5	1
"3925"	"S01010430"	"Scotstoun North and East"	"Glasgow City"	"Greater Glasgow and Clyde"	71	208	914	621	30	24	190	112	252	20	7	138	183	504	3	1	1
"3926"	"S01010431"	"Scotstoun North and East"	"Glasgow City"	"Greater Glasgow and Clyde"	97	47	688	450	2	3	40	53	43	12	0	67	27	349	0	5	1
"3927"	"S01010432"	"Scotstoun South and West"	"Glasgow City"	"Greater Glasgow and Clyde"	76	117	889	654	23	21	210	107	53	22	2	152	158	518	2	1	1
"3928"	"S01010433"	"Scotstoun South and West"	"Glasgow City"	"Greater Glasgow and Clyde"	75	218	457	320	31	22	165	259	324	14	5	131	272	526	5	1	1
"3929"	"S01010434"	"Scotstoun South and West"	"Glasgow City"	"Greater Glasgow and Clyde"	65	339	641	467	43	30	240	84	211	20	5	192	207	719	2	1	1
"3930"	"S01010435"	"Scotstoun South and West"	"Glasgow City"	"Greater Glasgow and Clyde"	81	32	626	381	22	14	160	108	49	21	6	136	146	896	1	2	1
"3931"	"S01010436"	"Scotstoun South and West"	"Glasgow City"	"Greater Glasgow and Clyde"	70	196	767	563	33	28	245	166	136	25	7	156	167	823	1	1	1
"3932"	"S01010437"	"Yoker South"	"Glasgow City"	"Greater Glasgow and Clyde"	92	196	556	362	25	20	165	136	0	19	12	132	156	378	3	1	1
"3933"	"S01010438"	"Yoker South"	"Glasgow City"	"Greater Glasgow and Clyde"	77	200	874	566	28	23	220	125	31	21	4	139	161	470	2	1	1
"3934"	"S01010439"	"Yoker South"	"Glasgow City"	"Greater Glasgow and Clyde"	73	152	1054	786	26	16	170	183	41	18	10	121	148	247	1	1	1
"3935"	"S01010440"	"Yoker South"	"Glasgow City"	"Greater Glasgow and Clyde"	82	271	623	435	39	28	370	156	43	26	0	135	178	788	3	1	1
"3936"	"S01010441"	"Yoker South"	"Glasgow City"	"Greater Glasgow and Clyde"	89	36	856	711	10	9	85	105	0	14	2	104	87	433	2	3	1
"3937"	"S01010442"	"Yoker South"	"Glasgow City"	"Greater Glasgow and Clyde"	60	137	761	580	24	17	160	195	169	20	8	148	148	355	2	1	1
"3938"	"S01010443"	"Yoker North"	"Glasgow City"	"Greater Glasgow and Clyde"	70	92	575	350	15	11	150	104	52	19	9	111	169	348	2	2	1
"3939"	"S01010444"	"Yoker North"	"Glasgow City"	"Greater Glasgow and Clyde"	69	132	670	407	21	19	215	109	95	24	5	150	185	314	1	1	1
"3940"	"S01010445"	"Yoker North"	"Glasgow City"	"Greater Glasgow and Clyde"	80	96	941	486	18	20	90	154	38	29	8	127	194	298	1	2	1
"3941"	"S01010446"	"Yoker North"	"Glasgow City"	"Greater Glasgow and Clyde"	85	56	825	541	14	11	120	102	82	17	10	105	132	291	2	3	1
"3942"	"S01010447"	"Knightswood West"	"Glasgow City"	"Greater Glasgow and Clyde"	74	287	1051	698	30	25	200	141	104	26	7	141	174	505	2	1	1
"3943"	"S01010448"	"Knightswood West"	"Glasgow City"	"Greater Glasgow and Clyde"	86	29	842	567	15	12	150	119	0	19	8	105	128	107	1	3	1
"3944"	"S01010449"	"Knightswood West"	"Glasgow City"	"Greater Glasgow and Clyde"	79	54	726	435	24	18	180	148	43	27	7	123	183	235	3	1	1
"3945"	"S01010450"	"Knightswood East"	"Glasgow City"	"Greater Glasgow and Clyde"	80	117	783	500	27	19	175	124	154	24	12	123	153	243	3	1	1
"3946"	"S01010451"	"Knightswood East"	"Glasgow City"	"Greater Glasgow and Clyde"	79	289	881	558	35	32	195	136	290	26	11	145	151	614	1	1	1
"3947"	"S01010452"	"Knightswood East"	"Glasgow City"	"Greater Glasgow and Clyde"	85	139	785	437	23	19	165	117	0	22	3	109	153	153	1	2	1
"3948"	"S01010453"	"Knightswood East"	"Glasgow City"	"Greater Glasgow and Clyde"	70	321	729	529	32	29	205	145	141	20	3	149	157	838	3	1	1
"3949"	"S01010454"	"Knightswood East"	"Glasgow City"	"Greater Glasgow and Clyde"	79	52	836	489	17	17	130	77	0	22	3	97	156	168	2	2	1
"3950"	"S01010455"	"Knightswood Park West"	"Glasgow City"	"Greater Glasgow and Clyde"	74	267	917	579	41	38	255	138	210	31	11	146	201	612	6	1	1
"3951"	"S01010456"	"Knightswood Park West"	"Glasgow City"	"Greater Glasgow and Clyde"	82	79	550	313	14	12	145	100	0	24	4	141	122	182	2	2	1
"3952"	"S01010457"	"Knightswood Park West"	"Glasgow City"	"Greater Glasgow and Clyde"	90	33	533	337	13	11	135	87	185	18	0	112	151	207	3	3	1
"3953"	"S01010458"	"Knightswood Park West"	"Glasgow City"	"Greater Glasgow and Clyde"	76	166	795	470	30	24	185	80	114	23	7	131	158	491	2	1	1
"3954"	"S01010459"	"Knightswood Park West"	"Glasgow City"	"Greater Glasgow and Clyde"	75	147	577	366	20	15	160	99	0	24	11	100	135	260	2	2	1
"3955"	"S01010460"	"Knightswood Park East"	"Glasgow City"	"Greater Glasgow and Clyde"	96	14	794	521	5	4	70	84	0	11	3	78	78	126	1	5	1
"3956"	"S01010461"	"Knightswood Park East"	"Glasgow City"	"Greater Glasgow and Clyde"	77	196	611	371	30	29	195	108	182	27	13	135	153	492	1	1	1
"3957"	"S01010462"	"Knightswood Park East"	"Glasgow City"	"Greater Glasgow and Clyde"	74	235	804	571	50	36	225	198	154	20	6	191	249	722	4	1	1
"3958"	"S01010463"	"Knightswood Park East"	"Glasgow City"	"Greater Glasgow and Clyde"	84	64	823	514	11	10	130	96	0	18	0	113	102	243	1	3	1
"3959"	"S01010464"	"Knightswood Park East"	"Glasgow City"	"Greater Glasgow and Clyde"	90	37	510	345	19	12	155	111	53	19	7	117	124	98	2	2	1
"3960"	"S01010465"	"Anniesland East"	"Glasgow City"	"Greater Glasgow and Clyde"	86	42	942	684	7	5	75	77	26	13	2	75	54	96	2	4	1
"3961"	"S01010466"	"Anniesland East"	"Glasgow City"	"Greater Glasgow and Clyde"	92	22	845	666	3	4	65	80	0	13	6	79	46	225	3	5	1
"3962"	"S01010467"	"Anniesland East"	"Glasgow City"	"Greater Glasgow and Clyde"	84	37	903	523	9	6	85	111	0	22	13	83	57	89	2	4	1
"3963"	"S01010468"	"Anniesland East"	"Glasgow City"	"Greater Glasgow and Clyde"	90	64	972	687	7	5	65	62	0	14	3	69	64	113	1	4	1
"3964"	"S01010469"	"Anniesland East"	"Glasgow City"	"Greater Glasgow and Clyde"	76	120	567	451	24	20	155	166	34	22	20	98	80	654	10	1	1
"3965"	"S01010470"	"Anniesland West"	"Glasgow City"	"Greater Glasgow and Clyde"	83	139	782	467	16	16	155	161	87	27	8	132	113	282	1	2	1
"3966"	"S01010471"	"Anniesland West"	"Glasgow City"	"Greater Glasgow and Clyde"	74	47	670	402	26	16	165	148	0	21	4	137	168	329	3	1	1
"3967"	"S01010472"	"Anniesland West"	"Glasgow City"	"Greater Glasgow and Clyde"	81	46	726	572	17	11	120	129	80	18	0	136	83	303	1	2	1
"3968"	"S01010473"	"Anniesland West"	"Glasgow City"	"Greater Glasgow and Clyde"	83	19	742	539	12	9	100	104	0	18	12	78	92	216	6	3	1
"3969"	"S01010474"	"Anniesland West"	"Glasgow City"	"Greater Glasgow and Clyde"	82	92	797	630	16	10	120	145	0	15	10	85	82	163	3	3	1
"3970"	"S01010475"	"Anniesland West"	"Glasgow City"	"Greater Glasgow and Clyde"	93	438	726	575	7	4	65	161	0	11	0	92	41	55	2	4	1
"3971"	"S01010476"	"Anniesland West"	"Glasgow City"	"Greater Glasgow and Clyde"	82	46	1202	762	14	8	115	96	0	19	4	107	69	283	2	3	1
"3972"	"S01010477"	"Anniesland West"	"Glasgow City"	"Greater Glasgow and Clyde"	76	58	740	478	16	13	140	129	77	24	0	98	122	311	1	2	1
"3973"	"S01010478"	"Blairdardie East"	"Glasgow City"	"Greater Glasgow and Clyde"	73	162	987	693	30	30	235	115	69	27	8	137	158	426	7	1	1
"3974"	"S01010479"	"Blairdardie East"	"Glasgow City"	"Greater Glasgow and Clyde"	81	181	1008	610	21	17	160	120	119	23	0	120	152	437	4	2	1
"3975"	"S01010480"	"Blairdardie East"	"Glasgow City"	"Greater Glasgow and Clyde"	83	88	596	360	20	16	165	80	0	24	0	114	118	723	0	2	1
"3976"	"S01010481"	"Blairdardie East"	"Glasgow City"	"Greater Glasgow and Clyde"	63	117	628	401	37	26	250	186	42	23	9	154	230	303	3	1	1
"3977"	"S01010482"	"Blairdardie East"	"Glasgow City"	"Greater Glasgow and Clyde"	83	185	793	481	22	16	170	79	196	23	0	112	143	76	1	2	1
"3978"	"S01010483"	"Blairdardie East"	"Glasgow City"	"Greater Glasgow and Clyde"	75	109	1019	659	24	19	175	115	28	22	4	118	145	128	4	1	1
"3979"	"S01010484"	"Blairdardie East"	"Glasgow City"	"Greater Glasgow and Clyde"	73	140	531	358	23	17	190	186	0	24	15	136	158	189	1	1	1
"3980"	"S01010485"	"Blairdardie West"	"Glasgow City"	"Greater Glasgow and Clyde"	82	25	991	635	14	9	110	100	0	16	3	100	106	192	1	3	1
"3981"	"S01010486"	"Blairdardie West"	"Glasgow City"	"Greater Glasgow and Clyde"	92	10	921	624	3	4	60	72	34	13	6	71	74	326	2	5	1
"3982"	"S01010487"	"Blairdardie West"	"Glasgow City"	"Greater Glasgow and Clyde"	87	40	1008	604	11	9	115	97	0	16	0	101	129	129	1	3	1
"3983"	"S01010488"	"Drumchapel South"	"Glasgow City"	"Greater Glasgow and Clyde"	66	220	808	525	34	22	235	563	195	22	12	151	214	359	3	1	1
"3984"	"S01010489"	"Drumchapel South"	"Glasgow City"	"Greater Glasgow and Clyde"	71	213	1069	584	27	21	140	170	31	27	4	121	175	703	3	1	1
"3985"	"S01010490"	"Drumchapel South"	"Glasgow City"	"Greater Glasgow and Clyde"	66	162	744	477	36	27	245	158	254	21	9	176	215	565	1	1	1
"3986"	"S01010491"	"Drumchapel North"	"Glasgow City"	"Greater Glasgow and Clyde"	67	211	772	490	44	33	270	128	103	22	3	165	272	882	2	1	1
"3987"	"S01010492"	"Drumchapel North"	"Glasgow City"	"Greater Glasgow and Clyde"	67	226	567	320	44	30	290	208	179	26	9	191	286	636	2	1	1
"3988"	"S01010493"	"Drumchapel North"	"Glasgow City"	"Greater Glasgow and Clyde"	67	193	683	431	49	39	355	145	172	26	8	173	279	719	2	1	1
"3989"	"S01010494"	"Drumchapel North"	"Glasgow City"	"Greater Glasgow and Clyde"	73	191	621	404	28	17	180	124	42	22	7	132	188	661	3	1	1
"3990"	"S01010495"	"Drumchapel North"	"Glasgow City"	"Greater Glasgow and Clyde"	69	319	817	552	42	39	320	186	187	28	5	215	262	650	0	1	1
"3991"	"S01010496"	"Drumry East"	"Glasgow City"	"Greater Glasgow and Clyde"	74	272	839	528	29	28	195	150	281	26	6	191	232	871	4	1	1
"3992"	"S01010497"	"Drumry East"	"Glasgow City"	"Greater Glasgow and Clyde"	71	227	653	457	32	26	275	174	78	26	7	193	231	291	0	1	1
"3993"	"S01010498"	"Drumry East"	"Glasgow City"	"Greater Glasgow and Clyde"	67	91	869	576	35	27	230	161	202	24	8	175	264	369	2	1	1
"3994"	"S01010499"	"Drumry East"	"Glasgow City"	"Greater Glasgow and Clyde"	75	430	809	485	42	36	245	153	394	30	12	192	276	1461	5	1	1
"3995"	"S01010500"	"Drumry West"	"Glasgow City"	"Greater Glasgow and Clyde"	70	363	1019	642	34	27	265	206	406	21	5	199	238	580	0	1	1
"3996"	"S01010501"	"Drumry West"	"Glasgow City"	"Greater Glasgow and Clyde"	75	166	1031	679	25	20	225	172	55	24	2	173	187	466	1	1	1
"3997"	"S01010502"	"Drumry West"	"Glasgow City"	"Greater Glasgow and Clyde"	83	92	810	564	20	15	150	121	0	22	3	133	195	284	0	2	1
"3998"	"S01010503"	"Drumry West"	"Glasgow City"	"Greater Glasgow and Clyde"	70	274	671	446	34	26	235	156	126	24	3	170	222	373	2	1	1
"3999"	"S01010504"	"Lochaber West"	"Highland"	"Highland"	87	77	542	315	5	5	40	128	0	12	0	74	57	NA	8	3	0
"4000"	"S01010505"	"Lochaber West"	"Highland"	"Highland"	91	79	533	317	10	8	65	70	0	17	0	69	51	114	7	3	0
"4001"	"S01010506"	"Lochaber West"	"Highland"	"Highland"	91	22	863	516	8	6	65	77	38	14	0	61	70	59	6	3	0
"4002"	"S01010507"	"Lochaber West"	"Highland"	"Highland"	89	132	761	486	7	4	85	105	36	20	0	91	127	80	2	4	0
"4003"	"S01010508"	"Lochaber West"	"Highland"	"Highland"	91	71	1011	599	4	4	60	72	34	15	0	80	67	120	7	3	0
"4004"	"S01010509"	"Lochaber West"	"Highland"	"Highland"	80	50	971	629	5	5	65	58	0	12	3	79	85	209	5	3	0
"4005"	"S01010510"	"Fort William North"	"Highland"	"Highland"	82	84	849	490	8	6	95	155	42	18	12	103	94	287	2	3	1
"4006"	"S01010511"	"Fort William North"	"Highland"	"Highland"	80	267	843	508	16	11	135	73	75	18	2	145	160	180	3	2	1
"4007"	"S01010512"	"Fort William North"	"Highland"	"Highland"	78	129	613	360	9	9	95	91	104	17	8	124	117	83	2	3	1
"4008"	"S01010513"	"Fort William North"	"Highland"	"Highland"	86	29	763	480	4	3	45	51	41	11	5	69	56	53	1	5	1
"4009"	"S01010514"	"Fort William North"	"Highland"	"Highland"	86	82	677	416	9	8	110	99	45	19	10	103	166	135	3	3	1
"4010"	"S01010515"	"Fort William North"	"Highland"	"Highland"	78	124	805	485	12	9	110	96	37	19	6	108	150	101	2	2	1
"4011"	"S01010516"	"Fort William South"	"Highland"	"Highland"	84	39	570	361	7	7	60	72	0	15	0	76	93	480	2	3	1
"4012"	"S01010517"	"Fort William South"	"Highland"	"Highland"	74	140	828	533	11	8	80	55	63	12	2	93	99	208	2	3	1
"4013"	"S01010518"	"Fort William South"	"Highland"	"Highland"	83	139	652	411	5	6	55	38	81	13	0	86	86	264	4	3	1
"4014"	"S01010519"	"Fort William South"	"Highland"	"Highland"	63	63	775	478	10	8	75	118	0	14	0	105	130	144	1	3	1
"4015"	"S01010520"	"Fort William South"	"Highland"	"Highland"	84	171	906	562	7	4	85	123	0	14	0	94	88	67	3	4	1
"4016"	"S01010521"	"Fort William South"	"Highland"	"Highland"	78	97	820	497	12	11	140	109	35	14	6	110	128	260	2	2	1
"4017"	"S01010522"	"Fort William South"	"Highland"	"Highland"	78	329	598	385	17	18	160	220	43	20	0	160	119	1611	3	1	1
"4018"	"S01010523"	"Fort William South"	"Highland"	"Highland"	53	92	619	383	21	16	150	51	0	18	0	109	190	459	2	1	1
"4019"	"S01010524"	"Lochaber East and North"	"Highland"	"Highland"	85	73	468	278	4	3	60	68	154	11	0	73	76	152	3	4	0
"4020"	"S01010525"	"Lochaber East and North"	"Highland"	"Highland"	82	34	636	377	4	5	55	63	0	16	5	59	52	159	3	4	0
"4021"	"S01010526"	"Lochaber East and North"	"Highland"	"Highland"	87	93	798	480	10	7	100	129	40	21	5	120	73	51	4	4	0
"4022"	"S01010527"	"Lochaber East and North"	"Highland"	"Highland"	86	179	833	509	15	13	115	74	38	18	7	93	98	183	6	2	0
"4023"	"S01010528"	"Lochaber East and North"	"Highland"	"Highland"	75	29	629	402	12	8	75	94	0	11	0	81	81	113	4	2	0
"4024"	"S01010529"	"Lochaber East and North"	"Highland"	"Highland"	80	54	746	448	5	3	60	91	0	12	0	61	77	NA	3	4	0
